Annotator1	Annotator2	Resolve1&2	Paragraph
D1			Better targeting of a second earner deduction can be achieved by setting a percentage floor, say, 20 percent, of combined total income (not only earnings) on the second earner deduction. A tax deduction or credit could then be provided for some percentage of the amount by which the earnings of the lower-earning spouse exceed 20 percent of the couple's total income. The size of the deduction or credit can be capped, if there is a resource constraint.
D1			"        ◦ Compared with a simple second earner deduction, very little of the benefits of a targeted deduction or credit are ""wasted"" on those already receiving marriage bonuses."
D1			        ◦ As with the previous proposal, limited deductions (or credits) address the problem by providing only incomplete relief to those with very large penalties.
D1			.         ◦ One variant we have examined costs roughly $5 billion per year, though this cost could be dialed up or down depending on revenue targets.
D1			Ill. Options for Helping Stay-At-Home Parents
D1			Two options specifically designed to help stay-at-home parents have been discussed: -6- extending the CDCTC to stay-at-home parents, and providing an additional child credit for young children. Before describing and analyzing these proposals, the President's Budget proposal to expand the child and dependent care tax credit (CDCTC) is described.
D0			President's Proposal to Expand the CDCTC
D0			        ◦ Under the President's Budget proposal, the credit rate would be raised to 50 percent for parents with incomes (AG!s) of$30,000 or less. This rate would phase down by one percentage point for each $1,000 of income above $30,000 until it reached 20 percent for parents with over $59,000 of income.
D0			The President's proposal retains the requirement that both parents (the parent, in single-parent households) must work (or attend school or be fully disabled) in order to be eligible for the CDCTC.
D0			The President's proposal (including a simplification provision) would cost $5.1 billion over five yea rs.
D0			        ◦ Under this proposal, couples with incomes over $59,000 would have the same CDCTC as under current law.
D0			        ◦ However, because the credit rate is increased for incomes below $59,000, some couples would have larger marriage penalties under the President's proposal than under current law.
D0			        ◦ The President's proposal provides no tax benefits to stay-at-home parents.
D0			Extend the CDCTC to Stay-At-Home Parents
D0			        ◦ Senator Chafee has introduced a bill that would deem taxpayers with one or more children under the age of four to have incurred child care expenses of $150 per month ($1,800 per year) for purposes of the CDCTC.
D0			As under the President's proposal, the credit rate would be raised to 50 percent for parents with incomes (AG!s) of $30,000 or less.
D0			However, the 50% rate would phase down more slowly under the Chafee proposal, by one percentage point for each $1,500 of income above $30,000, until it completely phased out.
D0			        ◦ Under the Chafee proposal, couples with a stay-at-home parent could receive a CDCTC.
D0			        ◦ However, many single parents and two-earner couples with children under the age of four would also benefit from the Senator Chafee's proposal, either because they work but do -7- not pay for child care, or pay for child care but do not claim as much credit as they would be eligible for under the proposal.
D1			o   We have prepared preliminary revenue estimates for two variants of the Chafee proposal.
D1			Both variants differ from the Chafee proposal in two respects: they would apply to children under·age three (rather than age four), and both would deem minimum expenses on a per-child basis (up to two or more children).
D1			One variant would allow parents of children under the age of three to claim a deemed amount of annual child care expenses of $1,200 ($2,400 for two or more children under age three) plus actual child care expenses, up to the current law limit of $2,400 ($4,800 for two or more eligible children) for purposes of the CDCTC.
D1			This variant would cost $13.4 billion over five years ($8.5 billion more than the President's Budget proposal).
D1			A second variant would allow parents of children under the age of three to claim a deemed amount of annual child care expense of $1,200 ($2,400 for two or more children under age three), or, if more, actual child care expenses (up to the current law limit of $2,400 ($4,800 for two or more eligible children)) for purpose of the CDCTC. It would also phase the credit out at $103,500 of AGL
D1			This second variant would cost $11.4 billion over five years ($6.5 billion more than the President's Budget proposal).
D1			Provide an Additional Child Credit for Young Children
D1			o       The child credit could be increased for young children, irrespective of the work status or out-of-pocket child care expenses of the parent(s).
D1			For example, the child credit could be doubled for children under the age of one. This would make the credit for these children $1,000 beginning in 1999. This option would cost roughly $4 billion over five years.
T0			Attachment
D0			Examples of Marriage Penalties and Bonuses
D0			Measuring Marriage Penalties and Bonuses
D0			For purposes of measuring marriage penalties and bonuses, it is assumed that if a couple were unmarried each spouse would retain their earnings and would each file a separate return.
D0			If the couple has no children, the separate returns would be filed using the standard deduction and rates for single taxpayers.
D0			If the couple has one or more children, it is assumed that the spouse with higher earnings would provide a home for the child(ren) and file using the standard deduction and rates for head of household taxpayers. The other spouse would file as a single taxpayer.
D0			Couple A (Two-Earners. No Children)
D0			    • Two earners, each with $30,000 of earnings, and no other income.
D0			    • No children.
D0			Filing  Filing Separate Returns Joint Return Spouse I Single Filer Spouse 2 Single Filer Total Earnings $60,000 $30,000 $30,000 Standard Deduction 7,100 4,250 4,250 Exemptions 5 400 2,700 2,700 Taxable Income 47,500 23,050 23,050 Tax (before credits) 7,794.50 3,457.50 3,457.50 Credits 0 0 0 Tax (after credits) 7,794.50 3,457.50 3,457.50
D0			o   Couple A has a marriage penalty of$879.50. If they were unmarried and each spouse filed a separate return, their combined tax liability would be $3,457.50 + $3,457.50 = $6,915.00 which is $879.50 )lli than their tax on a joint return ($7,794.50- $6,915.00 = $879.50). -2-
D0			Couple B {One Earner, No Children)
D0			    • One earner with $60,000 of earnings, other spouse is stay-at-home, no other income.
D0			    No children. Filing  Filing Separate Returns Joint       Spouse 1        Spouse 2 Return Single Filer    Single Filer Total Earnings  $60,000 $60,000 $0 Standard Deduction       7,100       4,250       0 Exemptions  8,100   2,700   _Q. Taxable Income 47,500 53,050 0 Tax (before credits) 7,794.50 11,558.50 0 Credits 0 0 0 Tax (after credits) 7,794.50 11,558.50 0
D0			    • Couple B has a marriage bonus of$3.764.00. If they were unmarried, Spouse 2 would have no tax liability, but Spouse 1 would pay $11,558.50 which is $3,764.00 more than their tax on a joint return ($7,794.50). Note that Couple B pays the same amount of tax as Couple A.
D0			Couple C {Two-Earners. One Child)
D0			    • Two earners, each with $30,000 of earnings, and no other income.
D0			    • One child, and child care expenses of $200 per month ($2,400 per year).
D0			Filing  Filing Separate Returns Joint Return Spouse  I HH Eiler Spouse 2 Single Filer Total Earnings $60,000 $30,000 $30,000 Standard Deduction 7,100 6,250 4,250 Exemptions 8,100 5,400 2,700 Taxable Income 44,800 18,350 23,050 Tax (before credits)    7,038.50    2,752.50    3,457.50 Child Credit (1998) 400.00  400.00  0
D0			    • Couple C has a marriage penalty of $828.50.  If  they were unmarried  and  Spouse  1  filed as a head of household and Spouse 2 filed as single, their combined tax liability would be $5,330.00 (= $1,872.50 + $3,457.50), which is $828.50 less than their tax on a joint return ($6, I 58.50 • $5,330.00 = $828.50).
D0			    • Couple C's marriage penalty is $51 less than if they did not have a child (Couple A).
D0			    Some couples, however, face larger marriage penalties with a child than without.
D0			    • Although Couple C still faces a marriage penalty, having a child reduces their joint return tax liability by $ I,636.00.
D0			The additional exemption for the child has a tax value of $756.00, since Couple C is in the 28% bracket (28% x $2,700 = $756.00).
D0			The child-related credits reduce Couple C's tax liability by $880.00.
D0			Couple D (One Earner, One Child)
D0			    • One earner with $60,000 of earnings, other spouse is stay-at-home, no other income.
D0			    • One child.
D0			Filing  Filing Separate Returns Joint Return Spouse I HH Eiler Spouse 2 Single Eiler Total Earnings $60,000 $60,000 $0 Standard Deduction 7,100 6,250 0 Exemptions 8,100 5,400 _Q Taxable Income 44,800 48,350 0 Tax (before credits) 7,038.50 9,I 24.50 (j Child Credit (1998) 400.00 400.00 0 CDCTC (current law) 0 0 0 Tax (after credits) 6,638.50 8,724.50 0
D0			    • Couple D has a marriage bonus of $2,086.00. If they were unmarried and Spouse I filed as a head of household (Spouse 2 would not have to file a return), their combined tax liability would be $8,724.50, which is $2,086.00 more than their tax on a joint return ($8,724.50 - $6,638.50 = $2,086.00). • -4-
D0			        ◦ Couple D's marriage bonus is $1,678.00 less than if they did not have a child (Couple B).
D0			This is because if Couple D had no children, filing separately would require Spouse I to file as single, which has a less favorable standard deduction and rates than for a head of household.
D0			        ◦ Although Couple D has a smaller marriage bonus than if they were childless, having a child reduces their joint return tax liability by $1,156.00 ($756.00 for the additional exemption and $400.00 for the child credit).
D0			        ◦ The difference in Couple C's and Couple D's joint return liability ($480.00) is due entirely to the CDCTC.
D1			Examples of Proposals to Address Marriage Penalties
D1			Single Filer Option
D1			        ◦ Under this option, a married couple could continue to file a joint tax return, or could elect to file two separate returns, as if each were an unmarried individual.
D1			Each spouse would report their own earnings.
D1			This option would change marriage penalties and bonuses as follows:     Childless Couples    Couples with One Child Couple A (Two Earners) Couple B (One Earner) Couple C (Two Earners) Couple D (One Earner) Current Penalties (Bonuses) $879.50 ($3,764.00) $828.50 ($2,086.00) Option Penalties (Bonuses) 0 ($3,764.00) 300.00 ($2,086.00) Change -879.50 0 -528.50 0
D1			        ◦ The option would eliminate Couple A's marriage penalty and reduce, but not eliminate Couple C's marriage penalty (because the option would not allow any spouse to compute their tax using the head of household standard deduction and rates).
D1			Income Splitting
D1			        ◦ This option would allow separate filing, as in the preceding option, but in addition would attribute half of a couple's total earned income to be attributed to each spouse. • -5-
D1			    • This option would change marriage penalties and bonuses as follows:     Childless Couples           Couples with One Child   Couple A (Two Earners) Couple B (One Earner) Couple C (Two Earners) Couple D (One Earner) Current Penalties (Bonuses) $879.50 ($3,764.00) $828.50 ($2,086.00) Option Penalties (Bonuses) 0 ($4,643.50) 300.00 ($2,614.50) Change -879.50 +879.50 -528.50 +528.50
D1			Make Joint Tax Parameters Double Single Parameters
D1			    • Marriage penalties could be substantially reduced by making the standard deduction and rate brackets for joint filers twice the corresponding amounts for single filers.
D1			    • One approach would be to increase the joint parameters to twice the current single parameters.
D1			    • This approach would give the following results for the above examples: Childless Couples   Couples with One Child Couple A (Two Earners) Couple B (One Earner) Couple C (Two Earners) Couple D (One Earner) Total Earnings $60,000 $60,000 $60,000 $60,000 Standard Deduction 8,500 8,500 8,500 8,500 Exemptions 5 400 5,400 8,100 J!.J..QQ Taxable Income 46,100 46,100 43,400 43,400 Tax (before credits) 6,915.00 6,915.00 6.510.00 6,510.00 Child Credit (1998) 0 0 400.00 400.00 CDCTC (current law) 0 0 480.00 480.00 Tax (after credits) 6,915.00 6,915.00 5,630.00 6,110.00 • • -6-
D1			    • The changes in marriage penalties and bonuses are as follows:     Childless Couples       Couples with One Child   Couple A (Two Earners) Couple B (One Earner) Couple C (Two Earners) Couple D (One Earner) Current Penalties (Bonuses) $879.50 ($3,764.00) $828.50 ($2,086.00) Option Penalties (BonusesJ 0 ($4,643.50) 300.00 ($2,614.50) Change -879.50 +879.50 -528.50 +528.50
D1			Two-Earner Deduction
D1			    • This proposal would resurrect the second earner deduction that existed between 1982 and 1986. The deduction is for IO percent of the first $30,000 of the earnings of the spouse with lesser amount of earnings.
D1			    • This proposal would only affect two-earner Couples A and C. Couple A    Couple C     ilio Child) (One Child)  Total Earnings $60,000 $60,000 Second Earner Deduction 3,000 3,000 Standard Deduction 7,100 7,100 Exemptions 5 400 8,100 Taxable Income 44,500 41,800 Tax (before credits) 6,954.50 6,270.00 Child Credit (1998) 0 400.00 CDCTC (current law) 0 480.00 Tax (after credits) 6,954.50 5,390.00
D1			    • This option would ch nge marriage penalties and bonuses as follows:     Childless Couples   Couples with One Child   Couple A (Two Earners) Couple B (One Earner) Couple C (Two Earners) Couple D (One Earner) Current Penalties (Bonuses) $879.50 ($3,764.00) $828.50 ($2,086.00) Option Penalties (Bonuses)··­ 39.50 ($3,764.00) 60.00 ($2,086.00) Change -840.00 0 .-768.50 0 •
D0			Agenda for White House Meeting with Chief of Staff Erskine Bowles IO a.m., Wednesday, February 18, 1998
D1			Options for Enactment of Initiatives         (a) Micro Strategy: move individual bills, possibly on one of the pending revenue measures in Senate (technical corrections, line-item veto substitutes, Coverdell, or IRS restructuring);
D1			        (b) Budget Reconciliation;
D1			        (c) New Tax Bills from the House: Chairman Archer may have a bill that reduces revenues as a percentage of GDP. He may also move an extenders bill. The tobacco settlement, if moved, will undoubtedly include a tax section;
D1			        (d) Internal Administration Coordination of Tax Initiatives.
D0			    2. Republican Initiatives
D0			        (a) Marriage Penalty;
D0			        (b) Coverdell Education;
D0			        (c) Estate Tax Repeal;
D0			        (d) Sunset Tax Code/fax Limitation Amendments;
D0			        (e) IRS Restructuring;
D0			    3. Clinton Initiatives
D0			        (a) Child Care (including stay-at-home moms);
D0			        (b) Climate Change;
D0			        (c) Low-Income Housing Tax Credit;
D0			        (d) School Construction;
D0			        (e) Pensions.
T0			ASSISTANT SECRETARY DEPARTMENT OF THE TREASURY WASHINGTON January  30,  l 998
T0			MEMORANDUM FOR SECRETARY RUBrN
T0			FROM:   DONALD C. LUBICK ACTrNG ASSISTANT SECRETARY (TAX POLICY)
D0			SUBJECT:    Agenda for Your Monday Meeting With Chief of Staff Bowles
D1			Your meeting Monday afternoon with Erskine Bowles is to discuss tax legislative strategy: how  to move forward the Administration's proposals and defeat the Congressional proposals. A suggested agenda for the meeting, listing the key issues, is attached. This memorandum provides brief comments on each of those issues. ·
D1			    1. Congressional proposal to sunset the tax code. Administration strategy options:
D1			    • (a) Oppose. The proposal would create great uncertainty, thus likely inhibit business investment until an alternative tax system were enacted, adversely affecting the economy.
D1			"    • (b) Develop an alternative proposal to sunset only upon enactment, without gap, of a replacement tax system that is fair, promotes economic growth, provides the revenue needed to maintain budgetary discipline, and simplifies the tax system for average Americans. This will require that the Congress develop a better system than the current one before it can be. repealed. This will allow members who don't think a better system can be adopted by the Congress to vote for sunset. An alternative approach is to require the sunset proposal to include a number of""poison pills"" (such as retaining home mortgage interest deduction, charitable deduction, etc.), or possibly linking to increase in minimum wage or campaign finance reform. Both of these approaches will also generate uncertainty (but because a shift in the tax system will be perceived as less likely, the adverse impact on the economy would be less severe)."
D1			    • (c) Develop an alternative proposal for rerum-free filing or other major simplification of the present tax system (apparently House Democrats are exploring such options). A return-free systems raise many administrative problems (such as how to handle two­ earner couples, how to provide EITC, etc.) and either places additional burden on IRS when it is facing other problems (reorganization, year 2000 problem, etc.) or places additional burden on employers, or both.
D1			    2. Our strategy for enactment of our initiatives:
D1			    • (a) Micro strategy:  move individual  bills, possibly on one of pending  revenue measures in Senate (Coverdell, technical corrections, line-item veto substitutes, or, less probably, IRS restrucruri.ng). This approach requires Administration acceptance of the (possibly modified) Congressional bill (which is most troublesome in the case of the Coverdell bill. which provides tax credits for sending children to private schools) and offers the opportunity for a major Congressional tax bill.
D1			(b) Budget reconciliaton. (Alan Cohen will supply material)
D1			    3. Congressional initiatives:
D1			    • (a) Marriage penalties. This is a sympathetic issue, but is costly ($29 billion is one measure of penalties) and administratively complex to completely solve, though less costly targeted options providing limited relief can be designed.
D1			"Tax incentives for ""stay-home moms"". This issue has been raised in response to the Administration's proposal to expand the child and dependent tax credit. This will bias the tax system even more strongly against working mothers (who need the credit to offset actual out-of-pocket expenses), while defining ""stay-at-home moms"" in an administratively acceptable manner will be very difficult."
D1			    • (b) Estate tax repeal. TRA 97 provided significant immediate relief to owners of businesses, but provided a lengthy schedule (through 2006) for an increase in the estate tax deduction from $600,000 to $1 million, which might be accelerated if necessary to retain the estate tax (which is needed as backstop to income ta.x);
D1			    • (c) Flat Tax or National Sales Tax. These proposals have strong advocates (who greatly overstate resulting benefits of simplicity and economic growth), but as proposed have many problems, including failure to provide adequate revenue and failure to provide adequate transition relief while significantly shifting burden of tax from high-income taxpayers to others.
D1			    • (d) Cap tax revenues as a fixed percent of GDP. This proposal may have superficial appeal, but could set the stage for runaway deficits and an increase in Federal mandates on States and local governments in lieu of Federal programs. It might best be fought by getting out the correct facts (average tax rates on most families have gone down, actual tax/GDP ratio is much lower than suggested, etc.).
D1			"    • (e) Coverdell. This proposal, which provides tax credits to parents for the cost of their children's private elementary and secondary education, could erode support for high quality public education and will disproportionately favor higher-income families, who are far more able to afford private schooling for their children (even with the tax credit). To somewhat mask the unfairness, the proposal would also cover ""supplemental educational expenses"", which are ill-defined, will thus generate administrative difficulties, and will do little to reduce the bias in favor of higher-income families."
D1			    • (f) IRS restructuring. The House bill meets most of our concerns, and is preferable to earlier (Kerrey-Portrnan) versions and to Roth's likely proposals. The only negatives in the House bill concern inadequate personnel flexibilities and burden of proof and accountant-client privilege issues.
D1			    • (g) Deduction for payroll taxes. This proposal is very expensive (about $65 billion annually), and would disproportionately benefit high-income ta.xpayers (both because they have adequate ta.xable income against which the deduction may be offset, and because of the higher-ta.x rate to which the income being shielded would otherwise have been subject).
D1			Process for Enacting the President's Targeted Tax Cuts This Year
D1			The process for enacting one or many of the President's targeted tax cuts this year comes down to a question of what the possible tax vehicles are this year. There are a number of possibilities:
D1			    1. Reconciliation. The Budget Resolution could call for a reconciliation bill. Reconciling any paid-for tax cuts is dangerous because the reconciliation bill could also be used as a vehicle for tax cuts that use up some or all of the surpluses -- although if tax cuts that are not paid for are included, they should subject this year's Budget Resolution to a 60-vote point-of-order in the Senate. Nonetheless, to protect against reconciliation becoming a vehicle for big tax cuts, we should consider opposing having any reconciliation bill at all this year.
D1			    2. Tax bills that are already in the Senate. There are several tax bills that have already come over to the Senate from the House. This is important because, of course, a new tax bill cannot originate in the Senate. The bills that have already come over include  technical corrections, the Coverdell bill, and one or two bills that undo the line-item veto of certain tax provisions in the last tax bill. These bills could be amended in the Finance Committee or on the floor to include some or all of the President's targeted tax cuts, and then be sent back to the House for conference. Keep in mind that such a tax bill would  not have the protections ofreconciliation on the floor e.g. non-germane amendments can be added. This could be helpful in adding provisions we like, but it could be harmful if provisions we don't like are added or if the bill gets bogged down with a lot of controversial amendments.
D1			    3. New tax bills originating in the House. Chairman Archer may try to move a bill with provisions that reduce revenues as a percentage of GDP. Most likely, these would be mostly provisions which we don't like. Once again, if this bill got to the Senate floor, it would not have the protections ofreconciliation. Democrats could bottle it up there.
D1			There are two bills that Chairman Archer may consider must-pass this year, however. One is an extenders bill. This would be a good bill to which to try to attach the President's tax cuts.
D1			Second, if there is a tobacco settlement bill, it will have some tax components -- aside from the payments required of the tobacco companies. For example, the tax treatment of such payments would have clarified in legislation.· Thus a tobacco settlement bill could include a tax section to which other tax-related  provisions could  be attached.  The tobacco settlement bill-- IF IT MOVES, AND THAT IS A BIG IF --could be an ideal vehicle for targeted tax _cuts because we are already advocating using the tobacco settlement to pay for a number of popular spending  initiatives. Thus the bill could  develop an omnibus character with something for everyone.
D0			COMPARISON OF TAX LIABILITIES OF WORKING FAMILIES (1999 Tax Law Parameters Two-Earner Couple.with $50,000 of Earnings and Two Young Children Current Law President's Proposal House Tax Bill Senate Tax Bill Adjusted Gross Income (AGI) [All earnings] $50,000 $50,000 $50,000 $50,000 Standard Deduction $7,300 $7,300 $7,300 $7,300 Personal Exemptions $11,200 $11,200 $11,200 $11,200 Taxable Income $31,500 $31,500 $31,500 $31,500 Income Tax Before Credits $4,725 $4,725 $4,725 $4,725 Employee Payroll Tax (7.65% of earnings) $3,825 $3,825 $3,825 $3,825 Child Credits $0 $1,000 $1,000 $1,000 Income Tax After Credits $4,725 $3,725 $3,725 $3,725 Income and Employee Payroll Taxes After Credits $8,550 $7,550 $7,550 $7,550 Tax Savings Compared to Current Law N.A. $1,000 $1,000 $1,000 Spendable Income $41,450 $42,450 $42,450 $42,450
D0			One-Earner Couple with $25,000 of Earnings and Three Young Children Current Law President's Proposal House Tax Bill Senate Tax Bill Adjusted Gross Income (AGI) (All earnings] $25,000 $25,000 $25,000 $25,000 Standard Deduction $7,300 $7,300 $7,300 $7,300 Personal Exemptions $14,000 $14,000 $14,000 $14,000 Taxable  Income $3,700 $3,700 $3,700 $3,700 Income Tax Before Credits $555 $555 $555 $555 Employee Payroll Tax (7.65% of earnings) $1,913 $1,913 $1,913 $1,913 Child Credits $0 $1,222 $0 $0 Earned Income Credit (Refundable) $1,246 $1,246 $1,246 $1,246 Income Tax After Credits ($691) ($1,613) ($691) ($691) Income and Employee Payroll Taxes After Credits $1,222 $0 $1,222 $1,222 Tax Savings Compared to Current Law N.A. $1,222 $0 $0 Spendable Income $23,778 $25,000 $23,778 $23,778
D0			PRESIDENT   CLINTON'S CHILD TAX CREDIT
D0			Working families who pay taxes and play by the rules deserve a tax cut too
T0			July 10, 1997
D0			TABLE OF CONTENTS
D0			        I. Fact Sheet of President Clinton's Child Tax Credit
D0			        II. Examples of Working Families Who Receive Tax Cut Under President Clinton's Plan but are Shortchanged by Congressional Plans
