Annotator1	Annotator2	Resolve1&2	Paragraph
D1//			The strategy options are three: A} Prepare Administration principles, but allow agency assistance to both majority and minority staff to improve/prepare their bills. (There is a republican bill, there is as yet no dem alternative.) It would need to be absolutely clear that assistance does not guarantee Administration endorsement. EPA is likely to support this view.
D1//			8) Prepare a narrow Administration bill. This approach would send three key signals: (1) we are serious about reform, (2) all Departments will have a voice, and (3) we will only support moderate changes. CEQ is leaning slightly towards this view.
D1//			C) Prepare a broad Administration bill. This approach would likely provide the most comfort to DOE and DOD because they will see this as a potentially disciplining process for the other Agencies. DOJ (Lois Schiffer) would vehemently oppose this approach.
D1//			| recommend that we initially support option A. In my view, the key supporting reasons are: 1) An Administration process to come up with a bill will be extremely contentious and will distract from our effectiveness on the Hill. 2) If we genuinely want a bill we will need to negotiate with the majority and there is no particular advantage to having spent months coming up with our own bill fist. 3) Principles that set a high standard, will provide guidance to negotiations and will provide rhetorical cover to strengthen our hand in the negotiations.
D1//			The key weaknesses in this approach are: 1) Some departments will be unhappy enough to undertake their own discreet Hill efforts. | discount this concern because no matter what we do, departments will let their views be known to the Hill. While this adds a measure of chaos, which will likely create some interagency friction, | don't believe it is particularly damaging to the Administration as a whole. 2) We need to get key minority Representatives on board first, some of whom definitely do not want a bill to pass. 3) Environmentalists are likely to end up more critical of a bill that passes. 4) The Administration could be accused of not exercising leadership on this issue. My response would be that our leadership is in Brownfields and in the Administrative reforms.
D0//			Please let me know if you have concerns about my recommended approach.
D0//			As the President said in his State of the Union address, we can be proud that after decades of finger-pointing and failure, we are now replacing welfare checks with paychecks. Welfare caseloads have fallen another 2.4 million in the first 13 months of the new welfare reform law, a decline of 4.3 million, or 30 percent, since President Clinton took office. The President’s 1999 budget will build on this success, providing several targeted new tools to help even more people move from welfare to work, while restoring certain food stamp cuts which had nothing to do with welfare reform.
D0//			Welfare to Work Housing Vouchers. The President's FY99 budget will take further steps to promote work and welfare reform through a new $283 million plan to provide 50,000 new housing vouchers to welfare recipients who need housing assistance in order to get or keep ajob. Families could use these housing vouchers to move closer to a new job, to reduce a long commute, or to secure more stable housing to eliminate emergencies that keep them from getting to work every day on time. These vouchers, awarded to communities on a competitive basis, will give people on welfare a new tool to make the transition to a job and succeed in the work place. ‘
D0//			Welfare to Work Transportation. One of the biggest barriers facing people who move from welfare to work -- in cities and in rural areas -- is finding transportation to get to jobs, training programs, and child care centers. Few welfare recipients own cars. Existing mass transit does not provide adequate links to many suburban jobs at all, or within a reasonable commute time. In addition, many entry level jobs require evening or weekend hours that are poorly served by existing transit routes. To help welfare recipients and other low income workers get to where the jobs are, President Clinton has proposed a $100 million a year welfare to work transportation plan as part of his ISTEA reauthorization bill. This competitive grant program would assist states and localities in developing flexible transportation alternatives, such as van services.
D0//			Tax Credits for Employers. The President’s budget proposal extends two important tax credits for employers for an additional year. The Welfare to Work Tax Credit, enacted in the 1997 Balanced Budget Act, provides a credit equal to 35 percent of the first $10,000 in wages in the first year of employment, and 50 percent of the first $10,000 in wages in the second year, to encourage the hiring and retention of long term welfare recipients. The budget also extends the Work Opportunity Tax Credit, which provides a credit of up to $2,400 for the first year of wages for eight groups of job seekers.
D0//			Food Stamps for Legal Immigrants: The President believes that legal immigrants should have the same opportunity, and bear the same responsibility, as other members of society. To that end, the President’s 1999 budget proposes to restore Food Stamp benefits for vulnerable groups of legal immigrants. The President’s proposals would provide Food Stamp benefits to 730,000 legal immigrants in 1999 at,a cost of $2.5 billion over 5 years. Specifically, benefits would be restored for: all families with ‘children; immigrants with disabilities and elderly immigrants age 65 and older who entered the U.S. before welfare reform was enacted, on the same basis as the SSI and Medicaid restorations in the 1997 Balanced Budget Act; refugees and asylees, whose eligibility would be extended from 5 to 7 years; Hmong immigrants who came to the U.S. after the Vietnam war; and certain Native Americans living along the Canadian and Mexican borders.
D0//			* Immigrant benefit restorations Consistent with the agreement, restore $9.7 billion in benefits for all legal immigrants who are or become disabled after 8/22/96
D0//			Food Stamps * Invest $1.5 billion to restore benefits and create 350,000 work slots for 18-50s; include performance standards and target all funds to 18-50s
D0//			Welfare to Work * Invest $3 billion, with a significant share provided directly to cities with large poverty populations
D0//			Ways and Means: Restores benefits for current beneficiaries, including the elderly, but not for new applicants (those who were in the country prior to 8/22/96 and became disabled after that date)
D0//			Agriculture: Spends $1.5 billion to create about 190,000 work slots; does not include performance standards and has lower requirement than in Administration policy to target funds to 18-50s
D0//			Ways and Means: Invests $3 billion split 50/50 between formula and competitive grants, with an acceptable share of funds to urban areas through JTPA system (PICs)
D0//			Education and Workforce: invests $3 billion split 95/5 between formula and competitive grants, with somewhat smaller share to cities; funds flow through JTPA system
D0//			Finance: Similar to Ways and Means, but restores benefits for new applicants who become disabled prior to August 1997 (date is in flux).
D0//			Agriculture: Spends $1.5 billion to create 250,000 slots; includes acceptable performance standards but only 75% of funds are targeted to 18-50s (vs. 100% in Administration policy)
D0//			” Finance: Invests $3 billion split 75/25 between formula and competitive grants; funds flow through TANF instead of mayors, which the Administration opposes
D0//			Minimum Wage Supports minimum wage for welfare recipients in workfare
D0//			Student loans . Opposes House and Senate proposal
D0//			* Privatization Opposes any privatization of determination of eligibility functions
D0//			SS] Maintenance of Effort (MOE) Opposes repeal of MOE requirement
D0//			Ways and Means\Education and Workforce: Denies minimum wage by allowing States to either reduce hours of work requirements or by counting Medicaid/child care/housing/etc. as income for calculating minimum wage
D0//			Education and Workforce: Establishes separate entitlement to pay the administrative costs of guaranty agencies; currently, annual funding is determined by the Sec'y of Education
D0//			Commerce: Allows all States to privatize Medicaid eligibility determinations
D0//			Agriculture: Allows all States to privatize Food Stamps eligibility determinations
D0//			Ways and Means: Repeals MOE requirement
D0//			Finance: Not in the draft mark; may be introduced during markup
D0//			Labor/Human Resources: Same as House
D0//			Finance: Allows ten States to privatize eligibility functions for all health and human services programs (including Medicaid, Food Stamps, WIC); approves TX waiver
D0//			Finance: / Does not repeal MOE requirement
D0//			We continue to work on clarifying the intent of the Family Violence Option and making it a useful tool for the states to help families escape violence and poverty in a meaningful way. As you may know, a Sense of Congress on Family Violence Option Clarifying Amendment is included in the House Budget Resolution working its way through Congress. This amendment delineates the intent of Congress when passing the Family Violence Option as part of last year’s welfare bill. Although the Budget Resolution is not a binding piece of legislation, it shows bipartisan support for the FVO in the broadest sense, and we believe it should be sufficient to instruct the Administration in its regulatory process and in its communications to the states.
D0//			In addition to the language in the Budget Resolution, Senators Wellstone (D-MN) and Murray (D-WA) have introduced 8. 671, and Representative Roybal-Allard (D-CA) stands poised to introduce similar legislation in the House. If the clarification set forth in the Budget Resolution is insufficient to promote proper interpretation by HHS as it promulgates regulations, we are asking for the Administration’s support for this bill which will clarify Congressional intent about the Family Violence Option and give states clear guidance as they implement their welfare plans.
D0//			In light of the additional research and data about the occurrence of violence in the lives of welfare families, we believe it is essential that the states have all the guidance and support that they need to address this problem and craft workable solutions. Currently, many states are hesitant to elect the FVO for fear of economic sanctions. Ifthe imprecise wording of the Family Violence Option in last year’s welfare bill is the stumbling block to a lucid interpretation of this option, then the answer is this Congressional technical clarification. It is imperative that this Administration, with its reputation as a friend to battered women, step forward and support this clarification. We hope that you will look favorably upon our request for your support of S. 671 and use the powers of your office to secure this endorsement.
D0//			Many of you already have some or all of the enclosed materials, but we wanted to make sure they were in your hands as the discussions between Administration officials, Congress, the states and advocates continue. Enclosures include:
D0//			» new research done by the Taylor Institute and the University of Michigan A new, in-depth study, Trapped by Poverty, Trapped by Abuse: New Evidence Documenting the Relationship Between Domestic Violence and Welfare, conducted by the Taylor Institute and the University of Michigan which demonstrates the definitive correlation between domestic violence and welfare has recently been released.
D0//			» a Washington Post article about the ongoing Better Homes Fund study in Massachusetts
D0//			> FVO clarification legislation, and relevant material Senator Paul Wellstone (D-MN) and Senator Patty Murray (D-WA), original co-sponsors of the FVO, introduced a bill, S. 671, on April 30 to clarify that the FVO waivers are separate from the 20% hardship exemption and that states will not be penalized for going over the 20% to waive domestic violence victims. The bill is only a technical clarification, but it could encourage more states to take the FVO.
D0//			> An article on FVO interpretation and implementation by Martha Davis, NOW LDEF and Wendy Pollack, Poverty Law Project in the Clearinghouse Review: Journal of Poverty Law.
D0//			> NOW LDEF’s suggestions on proposed HHS regulations
D0//			I look forward to hearing from you on this in the near future.
D0//			Peter D. Hart Research Associates has just completed a national voter survey that includes two questions measuring support for extending minimum wage and other workplace legal protections to welfare recipients in workfare programs. The survey was conducted by telephone June 6 through 9 among a representative sample of 800 registered voters who participated in the 1996 elections. The margin of error on these results is +/-4%.
D0//			Strong voter support for minimum wage coverage. The survey results reveal that American voters strongly believe that minimum wage laws and other basic legal workplace protections should apply to those in state workfare programs. The survey question reads as follows:
D0//			AS you May know, Congress passed a law last year requiring able bodied welfare recipients to work in state workfare programs. Do you believe that the people who are required to work in these workfare programs should be covered by basic legal protections. including the minimum wage law, or do you believe that the states should not have to pay the minimum wage to welfare recipients in workfare pragrams?
D0//			Fully 69% agree that workfare participants should be covered, while just 25% believe that states should not have to pay participants the minimum wage.
D0//			We would note that workfare participants are clearly identified in this question wording (fwice) as still being “welfare recipients.” making the strong favorable response that much more impressive (and meaningful). The breadth of support for minimum wage coverage is also striking, including two-thirds of those with incomes over $50,000 (67%), professionals (67%), and white voters (67%). Even college-educated men 71%) and Republican voters (62%) favor minimum wage coverage by large margins.
D0//			Wage impact argument for coverage is strong. Voters’ initial suppor for coverage doubtless arises from a fundamental sense of faimess. Since other workers receive this protection, they reason, why shouldn't workfare participants in similar jobs? However, organized labor has another, less immediately obvious reason for believing that coverage is needed — namely, the corrosive effect that sub-minimum-wage workfare programs could have on the jobs and wages of low-wage workers outside of workiare programs. The survey tested the appeal of this argument for coverage against a powerful opposition case that focuses on the cost of coverage to taxpayers, and finds the wage impact argument prevails by a decisive two to one margin.
D0//			Supporters of paying the minimurn wage to people in warkfare programs say that many employees who currently work at the minimum wage would lose their jobs if workfare participants could be forced to work for less, and also say that exernpting one group of workers from minimum wage protections opens the door to undermining the minimum wage for others. (59% agree.)
D0//			Opponents of paying the minimum wage to people in workfare programs say that the taxpayers would have to support higher welfare budgets if states are forced to pay the minimum wage, and also say that welfare recipients who want better pay should get off welfare and find a job on their own. (21% agree.)
D0//			I. Update: Finance Committee Markup Possible Amendments: Conrad: Strike Privatization Kerrey: Limit Privatization Jeffords: Welfare to Work to DOL and PICs Jeffords: Training as allowable use for welfare to work funds Moseley-Braun: Reserve 50% of Competitive Grant for 100 Cities Moseley-Braun: Strike Performance Bonus Moseley-Braun: Remove Teen Parents in School from Voc Ed Limit Rockefeller: Stronger anti-displacement language
D0//			tl. Legal Immigrants: Thursday Vice President Event
D0//			It. Child Support Enforcement - Next Week POTUS letter to Hill with HHS report, Treasury Stats Urge Passage of DOJ/Kohl/Dewine amendment in Juvenile Justice markup ?Leak to USA Today (Information, not Letter to Congress)
D0//			IV. Welfare to Work: How to Highlight our Success in $3 Billion US Conference of Mayors Speech ?Other Event/Media?
D0//			Vv. Minimum Wage for Workfare Reed/Sperling Letter to Hill? Reed/Sperling Op-Ed (Response to Offner) Memo to POTUS on end game Events?
D0//			Vi. OLC Welfare to Work Conference Before August 22 Piggy-Back Nationa! Conference of State Legislators Aug. 6-10?
D0//			Diana got a somewhat mysterious call from Ann Lewis’ office last night inviting us to a meeting which | attended today. It turned out to be a small meeting (Ann, Eli Attie, Jen Palmieri) on the Welfare to Work Partnership proposal for a one-year anniversary event.
D1//			They like the idea Eli pitched in his memo to the President to have him go to a city with a significant number of companies pledging to hire welfare recipients. However, they expect the President to be on vacation and unavailable on August 22nd. Moreover, in order to frame the one year anniversary stories for the press, Ann thinks it's best to do an event 7-10 days before the anniversary anyway. Scheduling recommends either August 14 or 15th and Eli has recommended the following cities: St. Louis, Indianapolis, Columbus, and Baltimore. (Second tier choices would be Portland, Denver, Los Angeles, Chicago, New York, Atlanta). At first glance, Ann thought St. Louis would be the best.
D1//			tye do the Eli event on the 14th or 15th, perhaps we release a one-year report on the bill at the hite House on the 22nd, as you suggested Bruce. I'll start looking into options ASAP.
D1//			| used the opportunity to pitch our other ideas as well. Ann suggested that Tuesday would be the best day next week to release the letter from the President to Congress on child support, since it's a down day with no other message currently scheduled. It's likely that timing will coincide well with the juvenile justice mark up. I'll] work with DOJ, Treasury, and HHS to coordinate.
D1//			There was also a Jot of support for having the President announce the new.caseload numbers (which should show we're down 3 million since Jan..'93) which hopefully will be ready around the, first week in July and perhaps combine it with theGhild care reg lf we don't use that for an immunization event. There are a couple of non-message event days before he goes to Spain (July 3, 4) where he could make a brief statement on the new numbers or at the top of another event July 2. Should we push for a Radio Address? (Since the President will be in Madrid that week, we're likely to be bumped by NSC.) If the numbers aren't ready by the 4th, we could them until he gets back on the July 21st and do something then.
D1//			There was less interest in the DLC conference. DLC had proposed holding a welfare to work conference either in D.C. sometime before Aug. 22nd or in Philadelphia during the National Conference of State Legislators gathering Aug. 6-10th. Communications/scheduling preferred the idea of having the President speak to the NCSL conference by satellite because the travel budget is too tight for him to attend, and because they thought it accomplished more than the DLC conference could. Scheduling has regretted the NCSL request already, but Intergovernmental and Scheduling are supportive of revisiting it as a satellite. DLC still wants the President to lead a roundtable discussion on welfare to work, which | think he would enjoy, so they proposed to Christa perhaps having that panel here at the White House and satellite the President's opening remarks to Philadelphia. What do‘you think? We could develop this idea further for the weekly to get some direction from POTUS.
D1//			Thus, this schedule could look something like: June 24th - child support release July 2-4th - release new caseload numbers Aug 6-7th - welfare to work roundtable - DLC and/or NCSL Aug. 14-15th - Welfare to Work Partnership event in city with companies Aug. 22nd - release some kind of report on the actual anniversary
D0//			". ""WASHINGTON ~ Just beyond the unusual bipartisan harmony here over fed... eral welfare overhaul lies a more familiar ‘Spectacle: one of political brawling over “how that legislation will be implemented in “the states. °°"" ° , ."
D0//			""" “In Texas, state:officials fume that the *-Clinton administration has surrendered to ’. pressure ‘from labor unions in blocking administer welfare, food stamps and Medcaid. In neighboring New Mexico, Demo “cratic leaders may sue to stop the Repubii . Can governor from unilaterally implement “ing. his welfare plan after he vetoed the ‘legislature's version. ~ 4"
D0//			The political conservatives, who favor the. trend actually. embrace the varied State-level disputes as evidence that it will. yield policies niore closely suited to the heeds of different regions. - :
D0//			“It’s a statement in favor of federalism,” says Douglas Besharov, a. welfare ‘scholar at the American Enterprise Institute. “That-was the whole idea. States are _ hot going to move in lockstep.”*
D0//			"But thé lingering political hang-ups also mean that, nine months after Presi- . dent Clinton signed the federal law, a big chunk of the ‘nation’s, welfare recipients "" Still. don’t know. what their new benefits or Tules will be. ,"
D0//			‘War of Public Opinion’
D0//			In California, Republican Gov. Pete _ Wilson's plan would force new recipients to leave the'rolls after -one year and would require beneficiaries to participate in work activities as long: as their.children are at: least 12 weeks old. “We have won: the war of public opinion:” says Eloise Anderson, Mr. Wilson's Social Services direc
D0//			But Democrats, who recently unveiled 4 competing proposal: with more lenient . rules.and more money-for education and . Job training, warn ‘that the governor's  approach-may force an increasing numbers of Californians: into homelessness, Most participants expect .a compromise later this year. If the two sides can’t agree, Says Democratic state Sen. Diane Watson. of Los Angeles, “it's because the governor: and his people have a demonic strategy” to Strengthen his political standing by crack-:ing-down on poor: people. .
D0//			In New York, Republican Gov. George Pataki and the Democrats who control the State assembly are lockéd in similar combat. For example, Mr. Pataki wants to cut cash aid incrementally the longer a beneficiary remains on the rolls, so that some‘ one’s monthly benefit after four years would be 45% smaller than during the first year. The governor would keep assisting ’ some legal immigrants cut off under the federal legislation through vouchers ’- yather. than cash. Assembly Democrats - would. provide more generous benefits in both areas. : :
D0//			"The stalemate bewilders some of the politicians involved, not to mention the ‘state's welfare recipients, “There's a lot of misinformation and noninformation out’ there,"" grouses Democratic Assemblyman Marty Luster of Ithaca, who says the GOP-led state senate has been “deadly ‘Silent on the issue, Meanwhile, adds fellow Democrat Jeffrion-Aubry of Queens, “We are sitting on each side-of the fence hurling press releases.”"
D0//			"-"" Irate over the Clinton administration's stance on privatization, Texas politicians are ready to hurl more than News releases. Republicans in the state's congressional - delegation, threatening to push legislation permitting the state to. proceed’ with a "" privately run “integrated enrollment"" system, have summoned White House Chief of Staff Erskine Bowles to ‘a meeting on Capitol Hill this morning. While Gov. _ George Bush's aides look for ways to get around administration restrictions, the adminstration has floated the idea of compromising ona limited pilot program to test a privatized system. :"
D0//			. Message Gets Muddled. . Amid all the wrangling, some of the” ml authors of the federal legislation fear its Message of ending unlimited aid and shifting to a work-based system-may be getting muddled. “That's cruel,” Says Rep. Clay - Shaw ‘(R., Fla.), who is chairman of the - House welfare subcommittee. “The clock _ -is ticking, and this thing isn’t going to go away.”
D0//			It is ticking for local welfare adminis: trators as well as for recipients. In New York and California, falling caseloads and earlier welfare-to-work Innovations may ‘fase the task of meeting the initial requirement that 25% of a state's caseload participate’ in work activities, But that Tequire ment escalates to a daunting 50% of . the caseload by the-year 2002.
D0//			"“It's:frightening,” says Mr. Mecca of the California association of county welfare administrators.-""‘The longer it takes policy makers to decide what they want, the shorter the.time bureaucrats-have .to retool, redesign... .and’ turn. 60 years. of Social policy on itshead.”"
D0//			Let me say, finally, that there are a few other things that | think we have to do beyond these three issues of finishing the work of the budget, investing in our people, and expanding trade. This moment of prosperity and stability has given us an opportunity to work together to repair our social fabric, to join together to face those issues which, if we don't face them, could flare into crises and keep us from becoming the nation we ought to be in the new century.
D0//			And tet me just mention a few. You were kind enough to mention the Summit of Service that President Bush, President Carter, Mrs. Reagan, and General Powell and | and others sponsored in Philadelphia. One of the things we have to do if we want to give our children a better future is to help their parents be gainfully employed. We were able to reduce the welfare roils dramatically because of a growing economy and because of work we did with states before the passage of the welfare reform bill to help them move people from welfare to work.
D0//			Now, this welfare reform bill did two things. It required people on welfare who are able-bodied to move from welfare to work within a certain amount of time, and it gave the states in a block grant funds that used to be spent in a federal entitlement so that they would have more flexibility to create incentives for people to move from welfare to work.
D0//			Forty of our states now have a windfall there because they're getting money based on how much they got when the welfare rolls were at their peak, and there has been a 20 percent-plus drop in the welfare rolls in the last three years.
D0//			| urge you, in all the states that you're working in, to get the governors, to get the legi ith the business community to spend that money in ways that, with your efforts, can move a million more people from welfare to work in the next four years. We moved a million people in the last four when we were creating 12 million jobs -- that had never been done before, the 12 million jobs. Neither had the million people.
D0//			Under the terms of this welfare reform law, whether we create 12 million jobs or not in the private sector, we have to move nearly another million people. We have got to have your help, But the states have the power to do things like give employers the welfare check for a year or two to use as an employment and training subsidy for people that are especially hard to place; to spend even more money on child care; to spend money on education and training.
D0//			So | implore you to help us do this. It will be a terrible thing if, having called for welfare reform and personal * responsibility, the end of it is to wind up hurting poor people. That was never what was intended. The children should not suffer in this. And you are going to have to take the lead in helping to do this.
D0//			The second thing I'd like to say is, we have to -- now having faced the structural budget deficit in the country -- we have to deal with the generational deficit. That means we have to have long-term entitlement reform to face the realities of the baby boom generation retiring. And t will be -- as soon as we get the budget out of the way, I'll be working with the bipartisan leadership in Congress on an approach to that, and | ask for your support.
D0//			It also means that we have to fulfill the mission of the Philadelphia summit, with the public and the private sectors doing their jobs. Remember what the Philadelphia Summit was about: every child ought to have a safe place to grow up, decent health care, a good education and marketable skills, a mentor and the chance to serve.
D0//			And we live in a country where 11 percent of the prople over 65 are poor, but 20 percent-plus of the people under 18 are. And we cannot do well unless we do better by our children. So this inter-generational thing is about entitlement reform, but it's also abéutgiving ourkidsabetterchance.
D0//			The third issue -- the one I'm going to speak about in San Diego in a couple of days -- and that is the challenge presented to us as we become the world's first truly multi-racial democracy. We have five school districts in America today with kids from over 100 different racial and ethnic groups -- five. We'll soon have 12.
D0//			We have -- we all know this, but my Baptist minister from Arkansas came up to see me during the Inaugural and he told me he had a cousin who had a Baptist church across the river here in Virginia that now has a Korean mission and runs English as a second language classes out of the church. There are thousands of stories like this.
D0//			And yet we know that there are still dramatically different perceptions among different racial and ethnic groups, starting with the historic tensions that have existed between African Americans and whites in the country and layered on by the successive waves of immigrants that pose great challenges to us.
D0//			REQUEST: Welfare to Work Conference hosted by the DLC’s Progressive Policy Institute and the Welfare to Work Foundation.
D0//			PURPOSE: To demonstrate the President’s commitment to moving people from welfare to work, and to urge states to move forward in creating effective “Welfare to Work” programs.
D1//			BACKGROUND: Although nearly all states have submitted plans for how they will move people from welfare to work under the new welfare law, most of the plans are “placeholders.” So far there is very little evidence that states have engaged private and non-private sectors to create a bridge from welfare to work that will fully meet the challenges of the new welfare law. The President’s participation would call attention to model welfare to work programs and provide a road map to help welfare reform succeed.
D0//			PREVIOUS PARTICIPATION: | The President held a Welfare to Work event on May 20th in the East Room with companies pledging to hire from the welfare rolls.
